wavenum,ideo5,edits_clean_text,qpos,trump_stance_auto,lexicoder_sentiment,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,vader_scores
9,Very liberal,not knowing what dreadful thing our idiot president will do next,0,0,0,5,0,0,0,0,0,-0.2249
9,Moderate,the president continuing his outrageous behavior,0,0,0,5,0,0,0,0,0,-0.4588
9,Liberal,donald trump,0,0,,2,,0,0,0,0,0
9,Moderate,that donald trump basically fired jeff sessions today and that the doj is wont be able to finish the mueller investigation,0,0,,4,0,0,0,0,0,-0.5574
9,Liberal,president donald trump is still running seemingly unchecked,0,0,,1,,0,0,0,0,0
9,Conservative,democrats have majority in the house which since they are seemingly against every thought the president has can make his term an uphill struggle,0,1,0,5,0,0,0,0,0,-0.3182
9,Moderate,what the president is doing,0,0,,3,,0,0,1,0,0
9,Liberal,continued drag from the republicans and self serving donald trump,0,0,0,2,0,0,0,0,0,-0.2263
9,Very liberal,im worried that donald trump slow moving saturday night massacre starting with todays firing of jeff sessions and replacement with a toady loyalist in the mold of devin nunes will stop the special counsel,0,0,0,2,0,0,0,0,0,-0.1531
9,Liberal,a recession collapse of america donald trump closing the mueller investigation and russia gets away with interfering with our election and continues to do so,0,0,0,4,0,0,0,0,0,-0.7184
9,Very liberal,donald trump being president and a senate controlled by republicans,0,0,,5,,0,0,0,0,0
9,Very liberal,donald trump,0,0,,5,,0,0,0,0,0
9,Liberal,health insurance the russian mueller investigation donald trump,0,1,,4,,0,1,0,0,0
9,Moderate,the democrats are more interested in hurting the president than helping the country,0,1,,3,1,0,0,1,1,0.3025
9,Very conservative,democrats will stop at nothing to get donald trump out of office,0,1,,5,0,1,0,1,1,-0.296
9,Liberal,donald trump,0,0,,5,,0,0,0,0,0
9,Moderate,donald trump doesnt seem to understand how it is all supposed to work and the gop has offered no resistance to him i expect this to continue,0,0,1,2,0,0,0,0,0,-0.296
9,Liberal,donald trump and the republicans,0,0,,4,,0,0,0,0,0
9,Moderate,donald trump still being president,0,0,,3,,0,0,0,0,0
9,Very liberal,donald trump getting away with everything he does,0,0,,3,,0,0,0,0,0
9,Liberal,donald trump is president,0,0,,4,,1,1,1,1,0
9,Not sure,we will be stuck with the same president for the next four years,0,0,,2,0,0,0,0,0,-0.25
9,Liberal,im concerned about donald trump increasingly frantic and desperate attempts to distract from his personal and political problems which could send the u s into an unnecessary war especially if the economy that he foolishly claimed credit for tanks in the next two years im also worried about the rise of right wing extremism,0,0,0,5,0,0,0,0,0,-0.9371
9,Very liberal,failure of the system to work rise of alt right extremism donald trump tone firing robert mueller womens loss of rights environmental degradation,0,0,0,2,0,0,0,0,0,-0.886
9,Moderate,the democrats fighting everything our president does,0,1,0,4,0,0,0,1,1,-0.3612
9,Moderate,the partisanship and the ratcheting up of the rhetoric donald trump is terrible with it but the left has sunk and matched him,0,1,0,2,0,0,0,0,1,-0.2617
9,Very liberal,donald trump continuing to attack and tear down our institutions and the republicans continuing to abdicate their responsibility,0,0,0,5,0,0,0,0,0,-0.4767
9,Liberal,donald trump constant lies and demonizing of the press is extremely worrisome,0,0,0,3,0,0,0,1,0,-0.6997
9,Conservative,democrat attacks on president donald trump,0,1,0,2,0,0,0,1,1,-0.4404
9,Liberal,the donald trump inspired republican idiots,0,0,,5,1,0,0,0,0,0.4939
9,Moderate,donald trump will do something very stupid and dangerous,0,0,0,5,0,0,0,0,0,-0.7939
9,Liberal,we still have a nazi for a president and he so e how still has supporters around the country that feel emboldened by him,0,0,1,1,1,0,0,0,0,0.4404
9,Moderate,our president will start a war the stock market will crash the economy will go in the toilet and whoever the next president is will be picking up the pieces,0,0,0,4,0,1,0,1,0,-0.765
9,Liberal,the fatass sociopathic bigot in the white house and his republican henchmen will continue to do everything they can to isolate and enrich the plutocratic class from the lower classes potus will keep robbing the u s coffers foreign policy will continue to be led by military industrial complex making war with iran inevitable ole bibis got have his middle eastern hegemony,0,0,0,3,0,0,0,1,0,-0.7845
9,Moderate,democrats in the house of representatives will create a circus in an attempt to hurt donald trump and by extension the office of the president,0,1,,4,0,0,0,0,0,-0.3182
9,Liberal,the lack of leadership and competence at the highest levels of the donald trump administration,0,0,,2,0,0,0,0,0,-0.3182
9,Moderate,president donald trump and his xenophobic views and unwillingness to compromise,0,0,0,3,,0,0,0,0,0
9,Very liberal,donald trump is still president he fired jeff sessions he sent u s troops to the border to protect the border against people fleeing violence who knows what he will do next,0,0,0,3,0,0,1,0,0,-0.7269
9,Very liberal,the republican partys subservience to donald trump,0,0,0,5,,0,0,0,0,0
9,Moderate,the extreme hatred in so many people the racism religious beliefs and ultra donald trump lovers will cause a lot more killings,0,0,0,4,0,0,0,0,0,-0.8998
9,Liberal,that we are so divided and donald trump has given hate a platform,0,0,0,1,0,0,0,0,0,-0.5719
9,Moderate,donald trump and his gang will be in office one day more than we have to have him,0,0,0,2,,1,0,0,0,0
9,Moderate,donald trump starting a war or corrupting the justice department where the rule of law is no longer common denominator,0,0,0,2,0,0,0,0,0,-0.4019
9,Moderate,donald trump is making issues with many countries,0,0,,2,,1,0,0,0,0
9,Liberal,republicans still have the senate and donald trump keeps interfering with russia mueller investigation,0,0,0,1,,0,0,0,0,0
9,Very liberal,donald trump and his crooked family,0,0,0,1,,0,0,0,0,0
9,Very liberal,donald trump fox news republican senate,0,0,,3,,0,0,0,0,0
9,Very liberal,the negativity cruelty etc by the current white house specifically the president,0,0,0,5,0,0,0,0,0,-0.802
9,Liberal,donald trump and his lies,0,0,,3,0,0,0,0,0,-0.4215
9,Liberal,the republican party and the moron in the white house,0,0,0,1,0,0,0,0,0,-0.128
9,Moderate,the president,0,0,,4,,0,0,0,0,0
9,Very liberal,the entire donald trump administration has 2 more years,0,0,,4,,0,0,0,1,0
9,Very liberal,donald trump circumventing rule of law,0,0,,2,,1,0,0,0,0
9,Very liberal,donald trump continuing to facilitate hate toward minorities immigrants women and other countries,0,0,0,4,0,0,0,0,0,-0.5719
9,Very liberal,donald trump as president,0,0,,4,,0,0,0,0,0
9,Liberal,donald trump may still be president,0,0,,2,,0,0,0,0,0
9,Moderate,donald trump,0,0,,2,,0,0,0,0,0
9,Very liberal,that we have a president who lies who seems to be involved with russia is corrupt and who doesnt seem to care about the american people,0,0,,3,0,0,0,0,0,-0.6628
9,Very liberal,donald trump,0,0,,5,,0,0,0,0,0
9,Very conservative,democrats trying to tear down everything that donald trump did to build our economy and jobs,0,1,0,1,,1,0,1,1,0
9,Moderate,donald trump still in charge,0,0,0,4,,0,0,0,0,0
9,Very conservative,that donald trump is still our president,0,0,,3,,0,0,0,0,0
9,Liberal,antisemitism the president replacing the attorney general with one who will kowtow and support the donald trump dictatorship thats currently in development the ability of the current administration to silence the constitution of the united states without resistance in order to please white conservative voters who cant see past their own fear mongering to vote for their best interests,0,0,1,4,1,0,0,0,0,0.8834
9,Very liberal,donald trump,0,0,,3,,0,0,0,0,0
9,Liberal,the president blocking investigations about himself and his inner circle,0,0,0,5,0,0,0,0,0,-0.3818
9,Moderate,donald trump will still be president and continue to embarrass and humiliate us as a nation,0,0,0,5,0,0,0,0,0,-0.6908
9,Liberal,donald trump still has 2 years left,0,1,,5,,0,0,1,0,0
9,Liberal,donald trump firing robert mueller,0,0,,1,0,0,0,0,0,-0.34
9,Liberal,the republicans still have the senate donald trump hasnt been jailed yet,0,0,0,5,1,0,1,0,1,0.3875
9,Very conservative,democrats in the house fighting president donald trump on his agenda,0,1,0,5,0,1,0,1,1,-0.3612
9,Moderate,donald trump,0,0,,3,,0,0,0,0,0
9,Very conservative,democrats in the new house only want to overtax screw up the economy by over regulating businesses and nothing else but trying to impeach donald trump !,0,1,0,3,0,1,0,1,0,-0.088
9,Moderate,the fact that we have an angry 2 year old as president,0,0,0,2,0,0,0,0,0,-0.5106
9,Very conservative,that the liberals will try to block the president in whatever he tries to accomplish,0,1,,3,0,0,0,1,1,-0.0258
9,Very conservative,that donald trump starts world war iii,0,0,0,4,0,0,0,0,0,-0.5994
9,Very liberal,donald trump is going to ruin everything,0,0,0,3,0,0,0,0,0,-0.5859
9,Conservative,that donald trump will become president again and start a war,0,0,0,2,0,0,0,0,0,-0.5994
9,Very liberal,donald trump remaining president,0,0,,2,,0,0,0,0,0
9,Very liberal,donald trump republicans their voting base,0,0,,5,,0,0,0,0,0
9,Moderate,dark days of the house trying to undo all the positive things accomplished by president donald trump,0,1,,5,1,1,0,1,1,0.7579
9,Very liberal,donald trump still being president of the united states,0,0,1,2,1,0,0,0,0,0.4215
9,Very liberal,donald trump still in control,0,0,1,3,,0,0,0,1,0
9,Not sure,everything the democrats want to do and the fact they refuse to support president donald trump,0,1,,1,1,0,0,1,1,0.2023
9,Liberal,donald trump,0,0,,2,,0,0,0,0,0
9,Liberal,the president the congress the supreme court the economy the abuse of power you name it,0,0,0,3,0,0,0,0,0,-0.1531
9,Liberal,the hate xenophobia and fear mongering our president has engendered and supported,0,0,0,3,0,0,0,0,0,-0.7506
9,Very liberal,we cant impeach donald trump,0,0,,1,,0,0,0,0,0
9,Very liberal,donald trump presidency,0,0,,1,,0,0,0,0,0
9,Very conservative,trying to impeach our president and make sure he can be successful for our country,0,1,1,5,1,1,1,1,1,0.7269
9,Very conservative,the bottleneck in the house of representatives caused by the democrats to just block all the good things the president has done and wants to do totally disregarding the good of the nation,0,1,,4,1,0,0,1,1,0.2431
9,Very liberal,donald trump continued lies and the wall,0,0,,3,0,0,0,0,0,-0.4215
9,Moderate,donald trump,0,0,,2,,0,0,0,0,0
9,Conservative,democratic party attacks on president donald trump,0,1,0,2,0,0,0,1,1,-0.0516
9,Very liberal,republicans have embraced donald trump,0,0,1,5,,0,1,0,0,0
9,Very liberal,the press conference donald trump gave today,0,0,,4,,0,0,0,0,0
9,Liberal,president donald trump,0,0,,5,,1,1,1,1,0
9,Very liberal,more hatred racism and violence because of our dangerous idiot president,0,0,0,1,0,0,0,0,0,-0.9656
9,Moderate,republicans kept the senate donald trump and also donald trump possibly getting impeached because we would be stuck with mike pence,0,0,,4,0,0,1,0,0,-0.25
9,Moderate,president donald trump declares martial law,0,0,,2,,1,1,1,0,0
9,Conservative,donald trump,0,0,,3,,0,0,0,0,0
9,Moderate,donald trump,0,0,,1,,0,0,0,0,0
9,Moderate,donald trump is still president isnt he ?,0,0,,5,,1,1,0,0,0
9,Conservative,the fact that the democrats are so willing to act in illegal unconstitutional ways to hurt donald trump having won the majority in the house they have promised to do exactly that they are deplorable,0,1,0,3,0,1,0,1,0,-0.2023
9,Moderate,donald trump,0,0,,5,,0,0,0,0,0
9,Liberal,donald trump 2nd term,0,0,,4,,0,1,0,1,0
9,Liberal,donald trump followers following him blindly,0,0,0,1,,0,0,0,0,0
9,Very conservative,the fact that the democrats are in control of the u s house and will obstruct anything president donald trump attempts to do to save our country,0,1,,5,1,0,0,1,1,0.4939
9,Conservative,donald trump as president,0,0,,3,,0,0,0,0,0
9,Very liberal,that donald trump cult of followers will become even more violent against people of color immigrants women lgbtq people who arent christians planned parenthood and anything else donald trump derides in his speeches,0,0,0,3,0,0,0,0,0,-0.7346
9,Not sure,the president,0,0,,3,,0,0,1,0,0
9,Very liberal,donald trump,0,0,,1,,0,0,0,0,0
9,Liberal,further politicizing of the judiciary by donald trump and the u s senate continued increase to the deficit as the result of the new tax law,0,0,0,5,0,0,0,0,0,-0.1027
9,Moderate,donald trump abuse of his power his unbridled ego and his eagerness to join with right wing conservatives,0,0,1,2,0,0,0,0,0,-0.0772
9,Moderate,donald trump been critical of everything except himself,0,0,0,1,0,0,0,0,0,-0.3182
9,Moderate,king donald trump,0,1,,2,,0,0,0,0,0
9,Moderate,donald trump is still president,0,0,,4,,0,0,0,0,0
9,Very liberal,the president,0,0,,3,,0,0,1,0,0
9,Conservative,donald trump will destroy our environment,0,0,0,1,0,0,0,0,0,-0.5423
9,Moderate,donald trump current immigration track and reversal of great consumer financial and environmental protections,0,0,1,1,1,0,1,0,0,0.6249
9,Very liberal,the would be dictator is still president,0,0,0,2,,0,0,0,0,0
9,Very liberal,same leaders in senate wont make president accountable,0,0,1,2,,0,0,0,0,0
9,Very conservative,donald trump,0,0,,4,,0,0,0,0,0
9,Liberal,donald trump,0,0,,5,,0,0,0,0,0
9,Liberal,donald trump and russia and north korea,0,0,,4,,0,0,0,0,0
9,Liberal,im very worried that donald trump administration will undermine or destroy every department in their charge and further erode our democratic norms,0,0,0,4,0,0,0,0,0,-0.8016
9,Very liberal,donald trump will continue dividing the nation,0,0,0,4,,0,0,0,0,0
9,Moderate,donald trump,0,0,,4,,0,0,0,0,0
9,Conservative,i worry that then advances and the progress made by a current president as far as the economy and the job situation where everyones working jobs are coming in factories are coming back to united states the car manufacturers are in the united states im worried,0,1,1,3,1,0,0,1,0,0.5106
9,Very liberal,donald trump,0,0,,3,,0,0,0,0,0
9,Liberal,donald trump,0,0,,2,,0,0,0,0,0
9,Liberal,bullying by the president,0,0,0,5,0,0,0,0,0,-0.5994
9,Very liberal,donald trump is president and times are dangerous,0,0,0,5,0,0,0,0,0,-0.4767
9,Liberal,the president will try to end term limits and become a dictator,0,0,0,2,,0,0,1,0,0
9,Very liberal,donald trump has two years left in his term,0,0,,4,,1,0,1,1,0
9,Very liberal,that donald trump will still be our president with a republican majority senate,0,0,,3,,1,1,0,0,0
9,Not sure,that we continue to have donald trump as our present,0,0,,1,,0,0,0,0,0
9,Liberal,donald trump administration policies,0,0,,5,,0,0,0,0,0
9,Liberal,more donald trump,0,0,,4,,0,0,0,0,0
9,Moderate,that we still have 2 years of donald trump and his misunderstanding of how the world is interconnected,0,0,0,5,0,0,0,0,0,-0.4215
9,Conservative,that the democrat controlled house will do all they can to keep the president form getting things done,0,1,,1,,1,1,1,1,0
9,Moderate,that the now controlled congress is controlled by democrats and they will stand up against donald trump no matter what he does or tries to do to get the job done,0,1,0,3,0,0,1,1,0,-0.0191
9,Liberal,donald trump going to start a war and get reelected by the knuckle draggers,0,0,0,2,0,0,0,0,0,-0.5994
