user_screen_name,text,ideology_score,vader_sentiment,vader_sentiment_raw,bert_stance,stance
action_oregon,"ATO members know why they are marching!


#MarchWithATO #whyIMarch #WomensMarch https://t.co/78LJzL32Ds",-2.0962292,,0,0,1
ceciacolor,RT @mediachicas: Desde Media Chicas apoyamos #WomensMarch para luchar por la equidad y la igualdad de género 🙌 https://t.co/aLcOAwl7yr,0.484595802,,0,1,1
GrahamTylerWong,RT @MitraEbadolahi: #WomensMarch 📸@somaticcoach https://t.co/pkvXOQoe4s,-1.129440335,,0,0,1
jimmyurine,"RT @RheaButcher: Can't make it to D.C.? Odds are, there's a march near you. 





All are welcome. https://t.co/XpZ4sE8PvV",-0.019271995,1,0.4588,1,1
iycrtylph,"RT @hyphy_republic: A member of the police force that trafficked and covered up the rape of an underage woman, everybody. https://t.co/tv4r…",0.269420371,0,-0.6908,0,1
michele1el67,"RT @Humans_vs_Trump: Ok folks, we have another code red. 🚨🚨Donald Trump is very upset about this photo of emptiness, so do NOT retweet!

#W…",0.94530565,0,-0.5974,1,1
agarwal_yugal,RT @TarekFatah: No Fatwa will ever be issued against this wife beater. But my #FatahKaFatwa will always expose such brutality. Watch and we…,0.836041769,0,-0.8126,0,0
CynNarwahl,"RT @STrimel: Worldwide 616 ""Sister Marches"" happening Sat to protest Trump &amp; support the #WomensMarch"" on Washington. Find here: https://t.…",-0.496974327,1,0.1779,1,1
Nef_Rdgz,"RT @mstharrington: So, I attended the #WomensMarch yesterday with this sign and I have a few thoughts. https://t.co/KOJfnWjxZU",-1.188607719,,0,1,1
cjdrgg,"RT @iamwomanIROAR: Learn from History! If you don't know about Internment  google it, find out!!! https://t.co/RY6naSCDli",-1.383750951,,0,1,1
drwillis21,RT @RealJamesWoods: And they leave their trash for somebody else to clean up... #NoSurprise @womensmarch https://t.co/2ynG81ZWdM,1.435378614,1,0.3612,0,0
krsnev26,"RT @HillaryClinton: Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always S…",0.156002075,1,0.8519,1,1
vanessapeters,This x 1000000000000 https://t.co/6ica7Xe3v3,-1.387640497,,0,1,1
Drosa9,"RT @shxrlocked: Sir Ian McKellen's sign is EVERYTHING


#WomensMarch https://t.co/XS3hQ14Mir",0.377674877,,0,1,1
J4xWi1d,RT @stephirsch: Amazing crowd @marchonaustin !!! #womensmarch https://t.co/nn014raeSf,-0.693525297,1,0.6884,1,1
Llorac11,"RT @GeoffThorne: dear elected Democrats. This is the WORLD telling you we have your back. Spine up, fight or vacate for one who can. Your c…",-1.897132958,,0,0,1
bilieseilish,RT @JackAllTimeLow: Just woke up to all the footage from the #WomensMarch and it's fucking incredible!,0.144673331,,0,1,1
yrofcreation,"RT @LindseyKelk: Zero arrests at the women's marches in DC, NYC or LA - I don't know, maybe we should have put a woman in charge of the cou…",-2.051203046,0,-0.4404,1,1
Ale_Alex72815,RT @EvelynRBertrand: Women's March LA is already taking over Pershing Square. Here are some of the brilliant designs. #womensmarchlosangele…,-1.170029004,1,0.5859,1,1
HighFlyer695,"RT @mendcommunity: Gloria Steinem at #WomensMarch 

“If you force Muslims to register, we will all register as Muslims” https://t.co/mkRyXb…",-1.636405404,,0,0,1
Rivera_Alex_,RT @YahooNews: 6-year-old immigration activist Sophie Cruz wins hearts at #WomensMarch https://t.co/dO5iT3jSYS https://t.co/CNuYRiCCgo,-0.281765636,1,0.8402,1,1
15pizzas,❤️ https://t.co/34bLNrYrC6,-0.879217725,,0,1,1
thayerdani1,"RT @amjoyshow: For all those who've been taking a break from the tube, #AMJoy with @JoyAnnReid is coming up this morning covering #WomensMa…",-1.031295547,,0,1,1
HappyMorsel,RT @XGuadalupeDiaz: Ready! #WomensMarch #womensmarchdc #LoveTrumpsHate #fucktrump #inaugration https://t.co/g9Sk9OWsIq,-1.659736197,1,0.4199,1,1
agsvoboda,"RT @RaceForTheWH: RT: TWITTER EVENT, NOON, INAUGURATION DAY


#ThePeopleSwearIn #ThePeoplesPresident @HillaryClinton, w/ fav photo. #TheResis…",-1.813042514,1,0.4588,1,1
darleneposey60,"RT @KaivanShroff: It was Hillary who first said, ""Human rights are women's rights, and women's rights are human rights."" #WomensMarch https…",-1.656629087,,0,1,1
csirace,"RT @VoteTrumpPics: Remember how all these celebrities at #womensmarch swung the election for Crooked Hillary? Yea... me neither. 😂

@genesi…",1.931477907,1,0.6669,0,0
princesseva43,RT @MichaelSkolnik: The stage has been built! #WomensMarch https://t.co/8B5bnkrDde,-2.30495109,,0,1,1
notyourpink,@HillaryClinton @womensmarch march as much as you want. we will just build that wall faster and take ALL your benefits away sooner. 🤣,1.890657404,1,0.7269,1,0
Maroonakariney,"RT @CBSNews: ""This line is insane. And it is amazing,"" says woman at Baltimore Penn Station ahead of #WomensMarch https://t.co/ieKrwFRCRA h…",-1.418612653,1,0.2732,1,1
AKGrown12,"RT @Zendaya: Couldn't be more proud....I am here, we are here!!! #WomensMarch https://t.co/HibJJlcTTC",-1.674751653,,0,1,1
Behitched,RT @vtpressbureau: @BernieSanders is marching in Montpelier #vtpoli #WomensMarch https://t.co/U0GKAogMH8,-1.853901995,,0,1,1
ladyoldandgray,"RT @splcenter: Providence.


Buffalo.


Tucson.


Topeka. 





#WomensMarch 


#TheMarchContinues https://t.co/PdC4a3x4fF",-1.059086434,,0,1,1
kathypar,"RT @Leigh_Appleby: Guys, @DanMalloyCT brought the  🔥🔥🔥 today. Pls check it out. #WomensMarch https://t.co/9xe61qUm0s",-1.62486853,0,-0.7096,1,1
LoriSums,RT @nixit: Starting off 30 hours of world-wide marches in Auckland with @alisonmau MCing. #WomensMarchOnWashington #WomensMarch #WMNewZeala…,-2.023857191,,0,1,1
Iovatovoices,"RT @tudomiley: ""Não quero, nunca na minha vida, um príncipe para vir me salvar. Não preciso ser salva. Sou minha. Eu sou forte!"" - Miley Cy…",-0.803869808,,0,1,1
jastibieber2020,"RT @Cosmopolitan: Ariana Grande, Zendaya and more celebs at the #WomensMarch: https://t.co/lPcwbuCerx https://t.co/LZPKSStVli",-1.550803129,,0,1,1
oh_my_yoongi,RT @Cheyennelavigne: esto es precioso🏳️‍🌈 #WomensMarch https://t.co/89nbnunzxG,-0.564366971,,0,1,1
Pinotsaur,RT @frants81: The LAST person on the face of this Earth that is going to represent me as a woman...#MichaelMoore #WomensMarch #WomenForTrump,1.584360801,,0,1,0
purposejbbp,RT @aaninha22RBD: Somos livres! Somos mulheres! Somos humanas!  #WomensMarch,-0.021915824,,0,0,1
tartsykid,RT @ConnorFranta: oh you know for damn sure im out here supporting all the unbelievable women that do so much for this world #WomensMarch ❤…,-2.010550636,1,0.5106,1,1
UrbanFashSense,RT @JanelleMonae: Women just won't be stopped or defeated! The sisterhood I saw 2day brings tears 2my eyes!! 😭😭 SO PROUD 2 be in that numbe…,-0.395926936,0,-0.6758,0,1
DuchessKimM,"RT @luvman33wife: 😳@seanspicer @realDonaldTrump 


Just in case you were too busy building your propaganda machine!


#WomensMarch #SpicerFacts…",-0.305562604,0,-0.3164,1,1
Safer_Place,"RT @SamHeughan: Join Cait and many others marching al around the world, show your support and solidarity on Saturday! https://t.co/sTBl4Ssp…",-0.975357358,1,0.75,1,1
iamclapclap,More #WomensMarch posts once I'm home in a few hours! ✌❤💪,-1.554547368,1,0.8268,1,1
IslamJuliana4,#WomensMarch #BodyServicingDay #alternatefacts #resistance #Saudi #WomensMarchPhiladelphia https://t.co/JGgRSNdY0Y,0.943073949,,0,0,1
Whatsleftbeyond,"RT @rafaelkjls: women: ""my body, my choice!"" 


men: ""her body, her choice!"" 





EU TO TODO ARREPIADO #WomensMarch 


https://t.co/o9Fc7WSV41",-1.131474967,,0,1,1
ilVeleno,RT @UniteWomenOrg: 300 Nat’l &amp; Int’l Sister Marches Join @womensmarch DC &amp; launches global mission for equality https://t.co/jPyzWLrkuj via…,-2.23815792,1,0.296,1,1
BrianTBrown2,"RT @MayorOfLA: L.A., thank you for a show of unity, peace &amp; strength. 


#WomensMarch #WomensMarchLA





https://t.co/V6YndOoSkN https://t.co/ld…",-0.276536283,1,0.8481,1,1
QueenSMOAK_93,""" The more they oppress us, the harder we Fight ""


 #WomensMarch ❤️",-0.277793267,0,-0.3818,1,1
curlysuereview,RT @HuffingtonPost: People with disabilities can virtually join the #WomensMarch https://t.co/G0gtvFKTls https://t.co/cnNuqd5PPw,-1.793577818,1,0.296,1,1
erinbunuan,Many snowflakes make snowballs and avalanches. #WomensMarch,0.234313972,,0,0,1
PattiLaudan,Sure way to get stoned! https://t.co/ZS9sFdzcPt,2.351188129,1,0.3802,1,0
huvi_3020,RT @tyleroakley: HOLY. SHIT. THIS. THREAD. https://t.co/st5ghhHU0e,-2.125651586,0,-0.6523,0,1
chrisatchs,"RT @UniteWomenOrg: How grassroots activists can use the #WomensMarch 2 build concrete political power.
https://t.co/yqxg39N6go
#equality #H…",-1.314762163,,0,1,1
thierrytical,RT @evebennettx: SIGNS OF THE DAY #WomensMarch https://t.co/miXqIcPBHs,-1.900012968,,0,1,1
daniwincest96,RT @THR: Ashley Judd joins Michael Moore on stage at #WomensMarch - shares poem from 19-year-old https://t.co/i7aGLAJNLt,-0.988207188,1,0.296,1,1
mcldiebel,RT @womensmarch: https://t.co/wTGDifEhye,-1.489804892,,0,1,1
Well_RN,"RT @peterdaou: 26. Let the #womensmarch be a wake-up call for you, @realDonaldTrump, just as your campaign and election was a wake-up call…",-1.36040925,,0,1,1
HOLLYWIRE,Planning on attending the #WomensMarch this Saturday? @carlyhenderson_ brings down 10 things you NEED to bring: https://t.co/EwIOCpmkWY https://t.co/qexzBvN2b0,-0.035392933,,0,1,1
unjinah,❤❤❤ https://t.co/ppgDcb6o9Y,-1.713474772,1,0.9274,1,1
Justinferrish,"RT @RitaPanahi: #WomensMarch organiser complains about 22 states opposing sharia law &amp; claims kids are being executed. Deranged. 
https://t…",1.164462307,0,-0.3818,0,0
mjctical,RT @HeyAllieMoon: Best. Sign. Ever. #WomensMarch https://t.co/zn96UbYWyj,-0.5217932,1,0.6369,1,1
Rana_Tim221,RT @AntonioFrench: The #WomensMarch in downtown St. Louis! This is what democracy looks like. https://t.co/mzb5xMZUKC,-1.874235449,1,0.4199,1,1
chiratt,"RT @HillaryClinton: Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always S…",-2.071547534,1,0.8519,1,1
griffinpetrlich,"RT @piersmorgan: Because it's not a march about women's rights, it's a march protesting that Trump won a free, democratic election. https:/…",1.541693993,1,0.6369,1,0
DLNarango,"#whyIMarch: for daughters &amp;sons, for sisters&amp; brothers, for Mother Earth. For human rights. For our future",-1.482861716,,0,1,1
gagetamra,RT @TheEllenShow: What a beautiful day #WomensMarch,-0.965645941,1,0.5994,1,1
GPWriter,RT @ResourcefulMom: We left our signs at the White House as a welcome gift. #WomensMarch https://t.co/EXb2PAfe5C,-1.69161839,1,0.7096,1,1
spreadlovenow96,"RT @PopCrave: More celebrities that showed their support by marching at #WomensMarch today! Kesha, John Legend, Gina Rodriguez and Pink! ht…",0.248982221,1,0.508,1,1
sierratana_,"RT @WipeHomophobia: All ages, all for equality, all for love! #WomensMarch #womensmarchlondon https://t.co/BqGfirxZKB",-1.672548179,1,0.6696,1,1
merrykatiie,RT @EmmaWatson: #WomensMarch https://t.co/HkSrOqFTmk,-1.459168136,,0,1,1
abbypartnow,RT @Nick_Offerman: I'm headed to the Sundance #WomensMarch - ur welcome 2 come feel the weight of my feminist balls in your tiny hand if it…,-2.079580742,1,0.7351,1,1
shilpams1,"RT @billmckibben: They say LA is a car city, no one walks anywhere. #womensmarch https://t.co/VbWN4qpTsY",-1.283552269,0,-0.296,0,1
thomas101960,"RT @MediaJuggernaut: Odd That John Kerry Is Part Of The #WomensMarch, Same Man Who Let 235,000 Women In Syria Be Slaughtered After Failing…",1.392385951,0,-0.3182,0,0
JeffParedesA,"#WomensMarch Life and Family do not touch, Abortion=Murder PROVIDA https://t.co/iprtwg3bMk",2.395270281,,0,0,0
midoo0,"RT @RossalynWarren: The #WomensMarch in England, France, Australia, and Germany today 👏💜 https://t.co/UhhxK0lUks",-0.900464858,1,0.6369,1,1
amandarecker,"RT @girlsreallyrule: Ashley Judd: ""I am a #nastywoman, but I am NOT AS NASTY AS RACISM, FRAUD, MYSOGENY..."" #womensmarch #WhyIMarch  https:…",-1.220647701,0,-0.8847,1,1
Hamutizei,RT @tompaynr: tom payne na #WomensMarch aaaaaa cada vez mais orgulhosa dele bicho https://t.co/x3bVIi5v83,1.336064107,,0,1,1
MelissaSihra,"All-male panel 'explainining' Trump to a woman now @NewstalkFM @ManelWatchIre


#Ironic - Trump's exclusion of diversity #WomensMarch",-1.58793123,0,-0.4019,1,1
IChatterjea,"RT @WipeHomophobia: All ages, all for equality, all for love! #WomensMarch #womensmarchlondon https://t.co/rBveFf7bx0",-2.335772598,1,0.6696,1,1
RGC_BPPA,"RT @North_Socialist: #AddHerName to the @WomensMarch even though she's attending Donald Trump's #Inauguration as an invited guest, and prai…",-2.3488547,,0,1,1
solongnina,look at my parents https://t.co/x3SVgXpJ7k,-0.826786994,,0,1,1
Sofonisbe,"RT @BernieUpstateNY: How about encouraging marchers to go visit their reps while in DC to ask: if they're ""resisting,"" why are they all vot…",-1.968249263,1,0.5267,0,1
marybhuissen,"RT @womensmarch: What you can do: 


1. Call congress daily. 202-225-3121 


2. Join advocacy groups.


3. Form personal rapid response team.


@MM…",-0.093053783,1,0.296,1,1
juubsg,"RT @thevalkirias: Quando dizemos que juntas somos mais fortes, é de coisas incríveis assim que estamos falando &lt;3 #WomensMarch https://t.co…",0.061846331,,0,1,1
louisanow,RT @maritaetc: Check out our backdrop! #HereToStay #WomensMarch https://t.co/9P1Fl1mSfH,-2.056086433,,0,1,1
GregoryMarrufo,RT @kerrywashington: CHILLS! https://t.co/pPpAIt1UyK,0.138677146,,0,1,1
Betterw05759703,"RT @robcamacho: Why is @HillaryClinton not listed on #WomensMarch ?


@DailyJill #AddHerName #StrongerTogether #imwithher #WomensRights #NotM…",-1.919107732,,0,0,1
MaraNox72,RT @JRhodesPianist: My favourite thing today 😂 https://t.co/68Eygniotk,-0.776039549,1,0.4404,1,1
zoriyaelstollar,"RT @womensmarch: Today is the day. We stand together, recognizing that defending the most marginalized among us is defending all of us. #Wo…",-2.099582638,,0,1,1
ALAlwayz,RT @samesame: #WomensMarch https://t.co/idkskbOFSl,-0.674812492,,0,1,1
MrYasin786,RT @PrisonPlanet: Hey #WomensMarch - will you be marching on the Saudi embassy? They torture and imprison female rape victims. No? https://…,1.469777025,0,-0.9054,0,0
aylesh,"@ShannonDowney @samatlounge @womensmarchchi @womensmarch This is so beautiful, you are wonderful people #solidarity",0.843965147,1,0.8977,1,1
DannyWijnhoud,RT @lsarsour: Meet the MANY women behind the #WomensMarch &amp; listen to their voices &amp; stories. https://t.co/dg6waaOZPn https://t.co/bCA4IDQc…,-0.837066854,,0,1,1
chari_fish,"RT @MSNBC: Gloria Steinem at #WomensMarch: ""If you force Muslims to register, we will all register as Muslims."" https://t.co/a6B3LAjPIo",-2.000414464,,0,0,1
IrisMarguello,RT @xRememberOTH: #othfam today. Making us proud as always. ❤ #WomensMarch https://t.co/BtaGb9jXLV,-0.290780733,1,0.8074,1,1
mstdawn2,RT @xeni: Chills. https://t.co/H9S29CnfYN,0.656857095,,0,0,1
RedStateGirlz,"RT @PrisonPlanet: Madonna's admission that she had ""thought about blowing up the White House"" was cheered by #WomensMarch attendees.

Let t…",2.039280598,1,0.5106,0,0
Sarinski_,"RT @WipeHomophobia: All ages, all for equality, all for love! #WomensMarch #womensmarchlondon https://t.co/EbPPIBCwAg",-1.471808234,1,0.6696,1,1
goesbyvee,RT @HeyAllieMoon: Best. Sign. Ever. #WomensMarch https://t.co/zn96UbYWyj,-1.022636333,1,0.6369,1,1
c_greggain,RT @carrieksada: .Hmm marching 4 women's rights or adherence to a 7th century death cult that beats &amp; stones women 4 well... having an opin…,1.820224468,0,-0.4215,0,0
bluemajenta,RT @kristenschaaled: Get off your computers and meet passionate people like yourselves! This Saturday! https://t.co/OEBvXOLbZv,-1.381919925,1,0.7568,1,1
xmadmoonx,RT @devbostick: @AdinaPorter awesome seeing you at #WomensMarch ✊🏿✊🏾✊🏽✊✊🏼 https://t.co/NGLYC8Byz7,0.324500574,1,0.6249,1,1
iThinkiMalcolmX,"RT @BlackNerdJade: Imagine Trump waking up to see this when his inauguration was so empty? 





A march AGAINST him outnumbering his ""welcome…",-1.832179068,0,-0.3327,1,1
taylor_marmar,RT @Paul_Bettany: Well look at that would you?! https://t.co/k83FBrxXTf,-2.03063642,1,0.3382,1,1
Rachelpowell,"RT @dabeard: A #WomensMarch in Antarctica, too https://t.co/6uYISDfh24 @RaeHodge https://t.co/8WktRDBLTF",-1.886210106,,0,1,1
geraldnstrother,I ❤ this. Marches big and small. All have an important place today. #WomensMarch https://t.co/CuOGSDTu7B,-1.249710906,1,0.7184,1,1
sie_kensou77,"RT @ToroEnPrimavera: @Lauren_Southern @thunderf00t the #womensmarch was actually a demonstration of the establishment, using media, celebri…",1.671389947,1,0.1027,1,0
xcaelav,My bus to #WomensMarch SF is PACKED and we're not even halfway to the march site,-1.56641054,,0,1,1
OliviaBrickley,@womensmarch @WomensMarchonWA #WomensMarchOnWashington #solidarity #humanrights #becauseican #makeadifference #MakeAmericaKindAgain https://t.co/6wSjWIQAQx,0.099105747,1,0.296,1,1
milesmolares,RT @MayaErgas: Emotional moment while tying a #hijab at the #womensmarch https://t.co/cr5Uto0ErA,-1.21824182,1,0.1531,0,1
BlueRedcloud,RT @msprairierose: #DefendTheSacred #indigenouswomenrise #IndigenousRising #WomensMarch #StillHere https://t.co/SUagptWZw4,1.366956827,,0,1,1
ninamillin,"RT @bobocek: A smaller #WomensMarch in Mentone, Alabama. About 50 people in a town of 360, not too bad. https://t.co/aKk2hHyDeC",-1.535857924,1,0.431,1,1
luluannie,RT @kayleighmcenany: Feminist movement clearly not into protecting the environment #WomensMarch https://t.co/MRwA0s87U4,1.965334618,1,0.4019,0,0
